cardNumber,timestamp,amount
6288853716425504,2024-10-21T01:09:53.771911,-415.18
4726556059561949,2024-11-28T01:56:12.771911,-588.61
6419514998974763,2024-05-04T22:59:01.771911,374.93
3745155717279673,2024-05-22T09:25:28.771911,-606.13
6575315976430295,2024-12-16T12:08:16.771911,410.74
6564109388484184,2025-04-19T22:22:30.771911,-565.38
4024012623842318,2024-06-21T04:02:12.771911,-617.35
4234709814496996,2024-05-10T20:56:59.771911,-20.64
6218748060041639,2024-08-07T09:23:33.771911,736.98
4932629994846233,2025-03-23T16:36:25.771911,851.74
3171948530096903,2024-06-19T14:36:54.771911,-169.38
4234709814496996,2024-11-17T20:28:12.771911,-976.07
6564109388484184,2024-11-15T06:04:23.771911,862.23
3037393026661280,2025-02-01T22:33:00.771911,-127.07
5581253985313232,2024-06-18T16:02:28.771911,-109.35
6006325963724299,2024-07-30T05:53:12.771911,801.24
5926759033070471,2024-11-09T00:28:57.771911,616.15
3589249568754350,2024-11-13T17:16:34.771911,-67.04
4932629994846233,2024-06-01T01:43:44.771911,403.93
5997179980717501,2025-02-03T01:15:09.771911,-231.7
6657327299602346,2024-05-21T19:58:18.771911,763.25
3820307659851859,2024-07-18T07:32:19.771911,481.59
4210013133081688,2024-09-21T19:18:56.771911,-988.77
5995696966070264,2024-11-25T22:16:09.771911,842.1
5816050191711854,2025-04-17T13:37:12.771911,-361.45
6218748060041639,2025-04-16T03:04:01.771911,-216.41
3369832681865051,2024-10-09T22:57:05.771911,-968.29
6575315976430295,2024-06-19T01:41:51.771911,540.99
4235973154283559,2025-01-27T14:20:42.771911,914.63
6575315976430295,2025-02-14T19:25:43.771911,-550.36
6564109388484184,2024-09-30T22:00:02.771911,-811.71
3171948530096903,2025-03-28T06:52:59.771911,-687.99
3820307659851859,2024-10-16T23:37:42.771911,-378.77
3369832681865051,2025-02-03T19:02:56.771911,543.62
6329931100465627,2025-04-03T13:57:46.771911,360.39
4024012623842318,2024-10-04T19:03:20.771911,-484.41
5091360375658474,2025-04-20T05:15:23.771911,-655.08
5609879353687978,2025-03-10T09:25:50.771911,924.66
6734576552114648,2024-06-03T13:19:45.771911,985.7
6564109388484184,2024-05-21T03:36:06.771911,425.72
3618845513520900,2024-11-13T16:08:15.771911,292.34
5997179980717501,2024-12-18T12:00:46.771911,961.65
6419514998974763,2024-06-17T10:05:14.771911,700.12
6734576552114648,2025-03-22T19:19:48.771911,63.82
3339801217806434,2024-07-20T20:54:55.771911,-544.34
3820307659851859,2025-03-09T20:26:59.771911,-955.24
5995696966070264,2025-02-03T08:23:57.771911,-607.62
4210013133081688,2024-07-08T17:10:32.771911,-142.13
4726556059561949,2024-11-27T00:36:45.771911,-890.88
3745155717279673,2025-04-05T20:53:46.771911,206.25
6472592460352496,2024-07-06T08:16:47.771911,173.18
5997179980717501,2024-10-06T05:59:25.771911,335.74
3618845513520900,2024-11-10T10:10:11.771911,457.0
3339801217806434,2024-05-04T21:23:26.771911,618.82
4210013133081688,2025-02-24T09:59:46.771911,-580.76
5609879353687978,2024-07-29T18:42:14.771911,-182.33
3589249568754350,2024-06-16T22:12:48.771911,-28.06
4726556059561949,2024-06-15T01:36:15.771911,-423.99
3690769043359511,2025-01-16T16:30:12.771911,408.81
4932629994846233,2024-12-10T20:07:13.771911,26.52
6437219155436606,2024-07-05T13:54:20.771911,848.33
3369832681865051,2025-04-12T10:57:34.771911,-980.62
5997179980717501,2024-08-01T04:13:14.771911,-336.04
3171948530096903,2025-03-07T19:47:07.771911,373.04
3219459079118226,2024-12-07T19:36:36.771911,846.21
3219459079118226,2024-08-11T18:10:03.771911,-46.9
3369832681865051,2024-12-23T20:08:37.771911,868.41
3171948530096903,2024-11-20T17:45:55.771911,147.62
3578813208959317,2024-06-05T00:20:47.771911,294.87
6706534013288847,2024-05-10T04:53:35.771911,-864.98
3537349596978716,2025-03-19T08:30:58.771911,904.97
6218748060041639,2024-10-03T01:04:17.771911,230.81
5816050191711854,2024-08-27T01:22:07.771911,960.9
5216484446506263,2024-05-26T19:34:22.771911,-58.87
3690769043359511,2024-10-10T07:28:20.771911,-199.29
3369832681865051,2024-09-05T21:01:16.771911,-907.45
6437219155436606,2024-06-09T06:43:05.771911,568.15
5618401722389028,2025-03-04T20:14:21.771911,-514.75
6564109388484184,2024-07-11T15:48:01.771911,419.6
3578813208959317,2025-03-22T17:21:17.771911,-276.92
5995696966070264,2024-12-02T03:42:42.771911,-951.5
3171948530096903,2025-03-17T13:22:30.771911,717.36
5995696966070264,2024-06-13T15:55:01.771911,-185.94
3578813208959317,2024-09-29T20:15:03.771911,-785.13
6575315976430295,2024-06-04T17:30:11.771911,205.68
6329931100465627,2024-05-30T21:34:00.771911,-694.45
3589249568754350,2024-05-18T01:36:01.771911,197.69
5705851002586967,2025-04-01T16:33:36.771911,334.1
6419514998974763,2024-05-02T02:16:30.771911,-710.17
5705851002586967,2024-08-29T05:44:21.771911,459.65
6006325963724299,2024-10-08T23:03:06.771911,657.82
5926759033070471,2025-04-16T13:15:38.771911,-748.92
3589249568754350,2024-09-13T21:18:22.771911,811.2
3089689896090797,2024-05-05T08:32:29.771911,-825.15
4234709814496996,2024-07-19T16:53:24.771911,-735.12
3219459079118226,2024-04-30T01:33:59.771911,466.04
3663297678172224,2025-03-28T15:10:41.771911,-203.53
4235973154283559,2024-05-27T13:40:50.771911,-1.09
6472592460352496,2025-02-27T18:58:07.771911,-649.97
3404349486560448,2024-08-26T18:51:54.771911,486.83
4024012623842318,2024-05-20T15:19:10.771911,753.74
6437219155436606,2024-06-09T12:49:59.771911,141.88
3537349596978716,2024-08-27T19:47:58.771911,-880.69
3404349486560448,2024-05-19T20:56:37.771911,988.39
6437219155436606,2024-11-20T20:52:19.771911,411.81
3690769043359511,2024-08-20T00:11:10.771911,-738.15
6437219155436606,2024-11-20T13:11:18.771911,-383.47
4932629994846233,2024-09-03T09:25:08.771911,922.28
5995696966070264,2024-12-14T12:15:13.771911,101.38
6657327299602346,2025-01-19T11:13:37.771911,106.46
5705851002586967,2024-05-10T02:20:19.771911,-248.43
3618845513520900,2024-10-11T18:53:13.771911,902.17
6361000177795595,2024-11-15T11:01:56.771911,-776.51
6564109388484184,2024-11-17T18:32:51.771911,-294.05
6288853716425504,2024-06-13T00:48:54.771911,993.65
5995696966070264,2025-01-28T18:20:15.771911,-152.38
4024012623842318,2025-02-14T06:11:50.771911,-693.82
5926759033070471,2024-06-10T23:01:58.771911,854.28
3171948530096903,2024-11-26T16:55:04.771911,106.34
6437219155436606,2024-09-15T22:23:23.771911,-597.06
5216484446506263,2024-10-11T08:08:32.771911,-145.8
6472592460352496,2024-07-21T20:07:43.771911,-561.16
3537349596978716,2025-01-30T08:36:03.771911,18.36
3537349596978716,2024-10-26T19:10:15.771911,544.07
3369832681865051,2024-10-25T16:46:48.771911,106.94
3589249568754350,2024-12-21T04:38:19.771911,374.37
3339801217806434,2024-10-07T18:02:10.771911,72.96
4378233413863490,2025-02-17T15:21:41.771911,-983.56
3328090600295181,2025-02-20T19:32:36.771911,-218.2
6472592460352496,2024-08-16T00:29:26.771911,802.66
6734576552114648,2024-05-30T02:47:53.771911,887.44
5216484446506263,2024-12-07T07:05:53.771911,281.18
3404349486560448,2024-07-07T15:09:54.771911,206.42
5091360375658474,2024-10-27T23:27:27.771911,-676.57
6575315976430295,2024-06-06T20:00:27.771911,268.63
5926759033070471,2024-05-23T15:12:36.771911,983.32
5609879353687978,2024-05-06T07:22:08.771911,69.61
4726556059561949,2025-02-22T00:04:17.771911,439.93
5816050191711854,2024-06-07T23:50:12.771911,772.07
3589249568754350,2025-02-19T19:47:41.771911,-813.9
3663297678172224,2024-06-03T05:22:35.771911,254.47
6437219155436606,2024-11-18T13:21:21.771911,-161.38
6006325963724299,2025-04-09T03:49:07.771911,386.82
5618401722389028,2025-02-01T18:51:03.771911,623.68
6706534013288847,2025-03-11T13:24:24.771911,495.85
4210013133081688,2024-05-15T06:15:12.771911,-686.15
4726556059561949,2025-03-11T08:29:18.771911,-113.13
5618401722389028,2024-11-10T03:25:04.771911,757.96
3745155717279673,2025-03-18T21:19:11.771911,-415.42
6575315976430295,2025-01-01T16:41:33.771911,193.05
6564109388484184,2024-08-07T04:04:45.771911,193.66
6329931100465627,2024-09-30T02:01:04.771911,455.23
5581253985313232,2025-02-06T07:27:29.771911,-477.37
6657327299602346,2024-05-05T22:45:51.771911,-981.3
6472592460352496,2024-12-11T06:59:02.771911,-504.7
6833412122497701,2025-02-03T03:10:22.771911,-746.0
3339801217806434,2024-11-10T06:28:48.771911,688.77
5581253985313232,2025-02-20T15:01:18.771911,647.58
3089689896090797,2025-03-09T07:57:29.771911,338.4
3537349596978716,2024-12-31T11:59:56.771911,819.39
3589249568754350,2025-02-21T01:28:22.771911,-711.76
5618401722389028,2024-06-29T03:43:52.771911,-260.46
3578813208959317,2025-01-10T14:45:02.771911,-214.51
3219459079118226,2024-05-10T23:14:55.771911,-295.6
5926759033070471,2025-01-23T17:30:04.771911,-641.01
6419514998974763,2024-09-28T04:00:27.771911,-796.62
6218748060041639,2024-11-25T03:45:50.771911,-728.2
6833412122497701,2024-10-14T03:13:08.771911,416.01
3618845513520900,2024-07-25T18:37:42.771911,-810.18
6288853716425504,2025-02-27T23:56:13.771911,-204.73
3171948530096903,2024-09-09T03:00:51.771911,517.73
6472592460352496,2024-07-15T00:30:38.771911,70.37
3742992852195954,2024-08-19T22:22:23.771911,-977.15
6575315976430295,2024-04-22T04:00:08.771911,-264.46
4210013133081688,2025-01-23T11:20:53.771911,-544.61
6218748060041639,2024-07-03T00:18:00.771911,912.14
6361000177795595,2024-08-24T06:47:25.771911,271.78
6288853716425504,2024-06-09T13:49:28.771911,-670.73
5926759033070471,2024-08-17T13:48:12.771911,-882.13
6288853716425504,2024-07-20T23:20:02.771911,942.92
3618845513520900,2025-02-27T06:19:27.771911,207.47
4024012623842318,2024-06-11T09:01:55.771911,-670.35
6361000177795595,2024-04-21T22:54:40.771911,354.89
6833412122497701,2024-04-22T14:56:51.771911,-641.68
3037393026661280,2024-09-06T05:40:26.771911,-861.1
5926759033070471,2024-10-07T08:16:45.771911,-228.59
4726556059561949,2024-05-09T08:56:06.771911,-177.01
5997179980717501,2025-03-02T18:13:51.771911,164.3
5926759033070471,2024-08-08T21:53:50.771911,494.79
3742992852195954,2025-01-03T07:47:35.771911,-280.05
3219459079118226,2024-08-05T15:24:38.771911,956.69
5705851002586967,2024-11-20T03:57:45.771911,-199.19
3339801217806434,2024-07-26T22:11:39.771911,-740.85
3037393026661280,2024-09-18T15:12:40.771911,630.65
6706534013288847,2025-02-28T04:48:08.771911,257.47
3328090600295181,2025-04-19T19:46:50.771911,680.89
3820307659851859,2024-11-09T02:46:42.771911,-393.41
4234709814496996,2024-09-28T05:28:04.771911,131.51
5995696966070264,2024-06-12T01:04:20.771911,488.2
5816050191711854,2024-10-15T13:59:05.771911,-147.1
6657327299602346,2024-08-07T06:23:57.771911,-476.78
6419514998974763,2024-05-01T23:27:40.771911,-101.97
4024012623842318,2024-08-23T10:29:53.771911,-172.24
4235973154283559,2024-10-16T07:55:37.771911,765.38
3328090600295181,2024-06-18T01:27:15.771911,988.81
6218748060041639,2024-05-11T11:54:34.771911,264.37
4024012623842318,2025-04-07T11:58:24.771911,-782.71
4234709814496996,2024-06-01T00:12:46.771911,-915.53
3578813208959317,2024-05-27T20:59:14.771911,-333.45
3219459079118226,2024-06-16T10:12:49.771911,-86.07
3618845513520900,2024-10-10T08:44:24.771911,-141.92
5618401722389028,2024-07-15T04:32:30.771911,-238.82
3618845513520900,2025-03-21T20:09:33.771911,-123.59
5092446914149764,2025-04-12T06:50:19.771911,226.8
3171948530096903,2024-12-02T04:04:59.771911,-723.1
3037393026661280,2025-03-27T19:43:36.771911,-315.11
5816050191711854,2024-07-18T08:47:58.771911,580.84
4932629994846233,2025-03-21T11:05:53.771911,875.73
6657327299602346,2024-11-28T07:13:45.771911,-69.48
5995696966070264,2024-08-23T10:24:54.771911,520.09
6706534013288847,2025-01-29T15:17:57.771911,694.9
6437219155436606,2024-05-15T06:11:54.771911,-999.49
3339801217806434,2024-10-16T19:25:49.771911,633.49
3589249568754350,2024-06-30T13:52:25.771911,308.94
6437219155436606,2024-08-25T11:55:49.771911,456.49
6472592460352496,2025-02-28T07:51:20.771911,961.68
3820307659851859,2025-04-15T13:08:15.771911,51.08
3742992852195954,2024-08-01T12:26:13.771911,883.24
4726556059561949,2025-01-03T22:11:41.771911,765.9
5816050191711854,2025-01-09T02:54:32.771911,21.65
6657327299602346,2025-04-11T09:41:08.771911,247.39
6329931100465627,2024-07-19T01:04:28.771911,593.06
5618401722389028,2024-11-14T15:52:16.771911,711.15
6833412122497701,2024-07-09T18:05:40.771911,595.36
5216484446506263,2024-09-10T00:58:19.771911,298.6
3328090600295181,2024-08-14T00:54:55.771911,659.13
6018480886031697,2025-03-15T19:28:35.771911,-564.9
5995696966070264,2024-05-05T07:09:38.771911,969.38
3742992852195954,2024-09-05T05:12:16.771911,363.47
3578813208959317,2024-06-03T06:16:07.771911,990.77
4932629994846233,2024-12-25T06:44:44.771911,-52.6
5092446914149764,2024-12-03T20:56:25.771911,-171.56
3742992852195954,2024-12-21T15:14:41.771911,-175.52
3404349486560448,2024-11-21T06:43:50.771911,431.91
3745155717279673,2024-10-27T01:23:17.771911,-78.22
5091360375658474,2025-03-25T08:15:18.771911,-83.58
6329931100465627,2024-12-03T09:12:31.771911,-312.97
3745155717279673,2025-01-31T09:57:43.771911,205.91
6437219155436606,2025-02-06T14:22:05.771911,826.74
5926759033070471,2024-04-26T02:16:12.771911,2.51
3404349486560448,2025-02-04T21:06:59.771911,208.48
3589249568754350,2024-12-25T04:40:30.771911,-823.51
6006325963724299,2024-08-06T12:37:58.771911,-454.52
5926759033070471,2025-01-09T19:28:09.771911,88.34
5995696966070264,2024-11-19T01:14:51.771911,409.34
3089689896090797,2024-07-18T07:12:03.771911,-484.4
5618401722389028,2025-01-31T11:35:03.771911,-477.61
5216484446506263,2024-08-13T04:46:25.771911,358.41
4234709814496996,2024-11-07T00:44:06.771911,-174.45
6706534013288847,2024-11-02T05:59:10.771911,-615.52
6575315976430295,2025-02-20T03:40:21.771911,322.72
4378233413863490,2025-04-15T12:48:46.771911,329.64
6288853716425504,2024-10-21T11:25:11.771911,676.96
4726556059561949,2024-11-16T11:20:41.771911,-779.43
6657327299602346,2024-07-28T14:10:10.771911,862.54
6575315976430295,2024-05-19T01:16:42.771911,330.01
5092446914149764,2024-05-15T17:01:23.771911,-501.65
6218748060041639,2025-01-24T20:07:10.771911,-351.68
3537349596978716,2025-03-16T11:12:32.771911,82.01
5091360375658474,2025-03-11T22:35:42.771911,-341.72
6575315976430295,2024-11-24T14:13:59.771911,-570.47
6006325963724299,2025-03-14T12:07:33.771911,-863.47
6361000177795595,2024-05-04T11:31:55.771911,409.79
4726556059561949,2024-09-30T17:29:21.771911,101.58
3339801217806434,2024-09-27T04:20:38.771911,-361.7
6564109388484184,2024-08-10T05:39:04.771911,467.06
4210013133081688,2024-10-08T00:59:22.771911,842.44
5926759033070471,2025-01-21T23:49:19.771911,517.25
3171948530096903,2025-03-25T19:57:49.771911,-402.37
5816050191711854,2024-11-23T22:15:03.771911,-649.51
6437219155436606,2024-05-20T15:09:55.771911,-332.67
3328090600295181,2024-11-30T11:39:24.771911,675.74
3328090600295181,2024-12-04T11:57:12.771911,548.96
5581253985313232,2024-07-11T01:30:05.771911,-639.78
3037393026661280,2024-05-27T17:06:03.771911,-691.18
6833412122497701,2024-07-10T17:05:47.771911,-67.1
3089689896090797,2024-08-18T17:33:07.771911,756.78
3328090600295181,2025-04-04T12:12:23.771911,76.94
5216484446506263,2024-11-30T18:59:41.771911,-18.41
6575315976430295,2025-02-08T07:57:03.771911,608.9
6006325963724299,2025-01-30T03:10:35.771911,124.82
3663297678172224,2024-10-12T12:53:04.771911,-393.4
6575315976430295,2024-11-12T03:16:10.771911,984.17
3589249568754350,2024-04-21T22:18:40.771911,802.06
6734576552114648,2025-02-08T16:25:52.771911,-952.18
3742992852195954,2025-03-29T15:22:40.771911,-53.43
3404349486560448,2025-01-11T01:43:27.771911,-647.67
3089689896090797,2025-03-04T20:48:25.771911,-28.12
3742992852195954,2025-03-12T07:54:02.771911,-899.36
5997179980717501,2024-04-30T21:11:42.771911,-320.07
4024012623842318,2024-07-20T15:17:15.771911,-84.28
3742992852195954,2024-12-27T20:21:19.771911,148.17
6329931100465627,2024-10-25T14:47:43.771911,-426.88
6472592460352496,2024-06-16T11:24:50.771911,-759.38
3089689896090797,2025-03-02T02:14:13.771911,316.81
3618845513520900,2024-05-23T08:52:13.771911,-14.94
6575315976430295,2024-09-18T18:35:22.771911,909.94
3328090600295181,2024-11-12T14:02:18.771911,-32.24
6575315976430295,2025-01-28T15:23:45.771911,-503.51
3578813208959317,2025-01-25T07:53:25.771911,-888.91
4932629994846233,2024-12-24T21:42:47.771911,-106.21
5581253985313232,2025-01-13T23:32:46.771911,-627.51
5618401722389028,2024-12-21T03:57:56.771911,-207.28
3089689896090797,2024-07-25T05:59:27.771911,364.24
6419514998974763,2025-02-19T17:20:35.771911,-834.6
3618845513520900,2025-03-14T09:27:03.771911,787.09
5618401722389028,2025-02-19T22:18:06.771911,-904.94
3328090600295181,2025-03-19T03:01:39.771911,530.81
5618401722389028,2024-09-19T23:28:55.771911,931.73
5609879353687978,2024-05-01T11:26:12.771911,-151.92
3618845513520900,2024-07-27T01:08:04.771911,527.48
4234709814496996,2024-09-05T03:35:19.771911,639.42
3219459079118226,2024-05-16T02:12:08.771911,-809.65
5216484446506263,2024-05-18T04:05:03.771911,-456.73
5926759033070471,2024-10-23T08:27:53.771911,-784.24
5816050191711854,2024-06-01T00:10:07.771911,-695.61
5609879353687978,2024-08-14T04:47:55.771911,-526.37
4235973154283559,2024-10-13T22:00:03.771911,-611.77
6734576552114648,2024-09-05T16:53:14.771911,565.77
4234709814496996,2025-04-18T01:48:06.771911,-965.98
5609879353687978,2024-07-19T03:35:37.771911,-665.61
5092446914149764,2025-02-05T06:39:29.771911,-17.15
6472592460352496,2024-10-21T18:49:40.771911,-582.28
3369832681865051,2025-01-05T20:20:03.771911,451.8
3589249568754350,2024-12-16T07:42:19.771911,248.39
3663297678172224,2024-05-24T09:02:43.771911,-998.67
5816050191711854,2024-11-09T00:49:30.771911,-425.25
3578813208959317,2025-04-14T01:34:23.771911,-119.57
3578813208959317,2025-03-06T15:33:17.771911,-379.16
6218748060041639,2025-01-24T17:27:13.771911,-934.93
6734576552114648,2024-10-20T09:51:55.771911,-215.1
3578813208959317,2024-07-01T09:03:50.771911,-828.41
4378233413863490,2024-12-27T14:24:49.771911,602.81
6437219155436606,2024-10-13T18:19:41.771911,-504.82
3089689896090797,2024-10-13T11:43:03.771911,163.78
3219459079118226,2024-11-08T20:17:59.771911,485.92
6657327299602346,2024-08-31T01:30:41.771911,-595.27
6329931100465627,2024-08-03T10:56:34.771911,620.2
5926759033070471,2024-11-23T09:36:00.771911,553.51
5816050191711854,2025-01-13T21:59:26.771911,-577.14
6564109388484184,2024-09-21T19:32:54.771911,-702.09
6657327299602346,2024-07-28T22:19:15.771911,826.01
3171948530096903,2025-02-27T09:08:45.771911,-669.31
3578813208959317,2025-01-24T22:01:46.771911,-339.78
4235973154283559,2024-09-18T22:15:10.771911,-224.05
4726556059561949,2024-05-18T20:45:01.771911,600.47
4024012623842318,2024-07-09T19:32:22.771911,316.04
3742992852195954,2024-12-09T13:38:22.771911,-627.7
5997179980717501,2024-07-11T19:42:34.771911,-602.72
5997179980717501,2025-03-15T17:41:55.771911,-562.24
4234709814496996,2024-12-02T01:39:54.771911,170.97
6419514998974763,2024-11-17T08:31:00.771911,5.42
3037393026661280,2025-01-24T07:45:14.771911,955.13
3037393026661280,2025-04-01T11:07:11.771911,878.37
4210013133081688,2024-12-19T23:08:27.771911,227.5
5618401722389028,2024-05-08T23:06:48.771911,-957.85
3663297678172224,2025-03-25T02:28:43.771911,886.99
3089689896090797,2025-03-18T00:24:11.771911,645.13
5997179980717501,2024-09-29T13:49:43.771911,-880.3
5216484446506263,2024-07-21T06:33:29.771911,879.43
6575315976430295,2024-06-17T09:11:05.771911,211.15
3339801217806434,2025-04-14T23:08:11.771911,816.81
3578813208959317,2024-08-16T08:47:49.771911,-58.95
3089689896090797,2025-02-18T20:40:59.771911,459.32
6564109388484184,2024-04-28T04:29:26.771911,-886.61
6288853716425504,2024-09-29T02:28:46.771911,130.57
3339801217806434,2024-12-07T06:09:07.771911,68.28
3742992852195954,2025-02-17T00:05:18.771911,230.4
5581253985313232,2025-02-03T17:54:30.771911,-811.1
6575315976430295,2024-06-12T02:27:29.771911,-855.09
6706534013288847,2024-10-16T00:02:01.771911,168.88
3820307659851859,2024-05-08T15:03:51.771911,-453.41
6833412122497701,2024-07-25T16:52:22.771911,418.16
5091360375658474,2025-03-05T01:04:48.771911,-850.39
3663297678172224,2024-12-24T18:03:26.771911,782.2
5091360375658474,2024-12-07T15:40:37.771911,938.26
6437219155436606,2024-07-27T08:33:07.771911,925.32
3820307659851859,2024-05-24T21:18:52.771911,989.57
3578813208959317,2024-12-02T13:20:14.771911,756.57
5092446914149764,2024-08-24T01:14:25.771911,-834.78
6419514998974763,2024-10-13T18:32:44.771911,-708.07
5995696966070264,2024-11-17T00:36:26.771911,-543.4
3742992852195954,2024-08-06T07:09:08.771911,-754.6
3589249568754350,2024-06-30T18:04:55.771911,532.06
6288853716425504,2025-01-25T20:31:09.771911,-574.94
3369832681865051,2024-09-22T06:42:38.771911,-316.22
5609879353687978,2024-05-14T23:09:19.771911,-109.4
3742992852195954,2024-05-31T16:16:35.771911,556.86
4726556059561949,2024-11-19T01:58:25.771911,679.06
3328090600295181,2024-11-03T16:19:46.771911,969.37
3369832681865051,2024-07-10T06:33:34.771911,678.69
6575315976430295,2024-11-11T22:21:03.771911,-199.67
5618401722389028,2024-09-27T04:50:08.771911,-668.72
5091360375658474,2024-11-22T00:34:36.771911,609.52
6006325963724299,2025-03-01T13:14:22.771911,-294.09
4210013133081688,2024-09-11T04:35:28.771911,86.95
5092446914149764,2024-12-14T08:09:50.771911,-986.67
4210013133081688,2024-08-03T03:10:17.771911,208.92
4932629994846233,2024-08-14T03:24:30.771911,712.07
3339801217806434,2024-04-24T04:59:08.771911,138.23
6575315976430295,2024-12-06T23:40:30.771911,-20.3
6419514998974763,2024-11-06T23:29:42.771911,872.06
5816050191711854,2025-01-13T02:43:19.771911,-328.34
3537349596978716,2025-01-16T22:52:14.771911,264.9
5705851002586967,2024-09-21T22:21:00.771911,83.81
3171948530096903,2025-03-01T21:45:14.771911,-753.33
5926759033070471,2025-02-14T03:48:56.771911,998.58
6472592460352496,2024-05-18T23:29:10.771911,-451.77
6018480886031697,2024-09-13T05:49:02.771911,683.34
6564109388484184,2024-07-31T05:49:49.771911,460.77
3618845513520900,2024-07-15T10:15:47.771911,110.71
3742992852195954,2025-03-09T13:18:44.771911,-242.45
3690769043359511,2025-02-18T09:17:48.771911,-774.26
3578813208959317,2024-07-18T17:57:13.771911,-562.73
5618401722389028,2025-01-31T02:53:03.771911,713.66
4235973154283559,2024-10-23T19:55:49.771911,-131.45
5216484446506263,2025-02-21T12:00:10.771911,931.54
3690769043359511,2025-01-15T09:17:22.771911,567.18
3742992852195954,2024-10-05T17:51:02.771911,-518.17
5091360375658474,2024-06-22T17:23:41.771911,-714.52
6564109388484184,2024-04-28T09:45:39.771911,-627.15
3820307659851859,2024-07-25T12:50:46.771911,540.28
6472592460352496,2025-01-29T02:21:12.771911,-982.19
3089689896090797,2024-07-21T19:40:26.771911,-347.68
3404349486560448,2024-08-15T22:44:50.771911,559.45
3339801217806434,2025-04-09T02:15:21.771911,883.44
3089689896090797,2024-09-10T15:31:30.771911,386.23
3663297678172224,2024-11-22T14:41:25.771911,184.53
3089689896090797,2025-02-07T00:03:50.771911,-53.57
6218748060041639,2024-08-06T05:47:52.771911,650.78
5216484446506263,2024-11-15T03:46:00.771911,-781.53
4024012623842318,2025-03-30T00:05:59.771911,-819.83
3037393026661280,2024-05-27T06:36:10.771911,489.79
5926759033070471,2024-07-13T13:12:43.771911,-913.16
4932629994846233,2024-08-23T02:29:54.771911,-82.85
5997179980717501,2024-12-02T11:50:34.771911,665.03
3037393026661280,2024-10-31T07:11:29.771911,-980.7
3589249568754350,2024-11-17T13:04:27.771911,199.23
6575315976430295,2024-12-25T10:38:29.771911,-191.26
5091360375658474,2024-12-13T19:33:14.771911,660.31
4726556059561949,2024-07-16T09:20:59.771911,853.99
4726556059561949,2024-06-23T13:45:15.771911,-277.85
4378233413863490,2024-07-15T00:26:31.771911,-901.32
6006325963724299,2024-08-20T05:12:49.771911,586.55
6657327299602346,2025-01-14T01:31:58.771911,-513.15
6833412122497701,2024-04-30T20:22:44.771911,-351.15
6575315976430295,2025-02-24T14:07:29.771911,865.85
5091360375658474,2025-02-20T11:40:11.771911,307.53
3089689896090797,2025-03-12T19:17:42.771911,646.49
3663297678172224,2024-10-11T16:53:11.771911,-146.2
3663297678172224,2024-07-12T08:32:25.771911,834.45
6575315976430295,2025-01-14T12:12:55.771911,-374.62
5618401722389028,2024-10-26T10:25:11.771911,696.36
6437219155436606,2025-02-25T18:07:35.771911,401.16
5092446914149764,2025-03-29T01:24:42.771911,580.2
5581253985313232,2025-04-07T07:29:56.771911,623.79
